Phylum,Class,Order,Family,Genus,Species,OTU,DGN16SuooMAaA_1_112,DGN16SuooMAaA_1_113,DGN16SuooMAaA_1_115,DGN16SuooMAaA_1_116,DGN16SuooMAaA_2_113,DGN16SuooMAaA_2_115,DGN16SuooMAaA_2_116,DGN16SuooMAaA_3_115,DGN16SuooMAaA_3_120,DGN16SuooMAaA_4_112,DGN16SuooMAaA_4_115,DGN16SuooMAaA_5_116,DGN16SuooMAaA_7_113,DGN16SuooMAaA_7_115,DGN16SuooMAaA_8_115,DGN16SuooMAaA_9_112,DGN16SuooMAaA_9_116,Rego006,Rego010,Rego015,Rego016,Rego019,Rego020,Rego023,Rego025,Rego030,Rego032,Rego035,Rego041,Rego042,Rego045,Rego046,Rego049,Rego054,Rego061,Rego063,Rego064,Rego069,Rego071,Rego083,WHYD20082037_A,WHYD20082062_A
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_sputigena_ATCC_35185,OTU2849,45,7,4,3,13,53,20,1,39,2,54,9,4,8,5,6,5,22,82,5,10,107,133,66,102,1,41,10,5,0,323,8,6,28,14,10,3,2,17,13,0,2
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified_g__Streptococcus,OTU5533,0,0,0,6,3,0,2,0,1,4,0,6,2,3,1,1,1,4,3,4,4,0,5,5,3,6,0,6,1,2,0,10,1,2,2,6,9,6,0,7,4,4
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,unclassified_g__Veillonella,OTU475,0,0,3,1,2,3,0,0,4,1,23,12,1,1,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_ruminantium_group,uncultured_bacterium_g__Eubacterium_ruminantium_group,OTU6006,0,14,1,9,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,norank_o__Peptostreptococcales-Tissierellales,Parvimonas,Parvimonas_micra_ATCC_33270,OTU3420,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,14,1,0,0,0,2,0,0,5,0,0,2,0,0,5,3,0,0,0,0,0,0,0,1,0,0
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Eubacterium_yurii_group,uncultured_bacterium_g__Eubacterium_yurii_group,OTU298,0,6,3,0,4,4,0,3,0,7,12,7,15,15,13,2,10,27,12,1,49,30,11,5,0,5,12,2,0,30,2,17,0,5,24,3,0,4,2,5,3,26
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified_g__Streptococcus,OTU5573,3,13,32,117,18,3,2,37,21,12,2,8,15,14,86,14,23,19,26,42,69,3,51,19,35,10,39,55,0,41,8,37,41,6,60,24,19,62,15,59,13,16
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_UCG-001,Eubacterium_sp._oral_clone_CK047,OTU3548,0,5,4,0,1,6,0,3,2,2,4,3,3,7,5,0,2,8,2,7,1,8,2,8,13,0,2,3,0,3,13,4,0,0,16,0,2,0,3,7,2,5
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Anaeroglobus,Anaeroglobus_geminatus,OTU2249,2,0,0,0,1,5,0,0,0,0,0,11,2,0,1,0,2,0,5,1,2,11,9,3,1,0,2,0,0,0,0,1,1,7,1,0,3,0,19,0,0,0
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified_g__Streptococcus,OTU2741,115,204,50,22,59,134,173,64,66,90,202,33,40,136,119,73,105,101,76,113,113,228,64,196,411,101,59,79,213,271,756,75,206,84,175,171,103,122,166,105,238,104
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoanaerobaculum,uncultured_bacterium_g__Lachnoanaerobaculum,OTU1995,115,57,105,38,52,43,79,3,52,56,51,92,106,31,69,55,6,64,45,104,20,149,40,20,6,67,24,48,0,16,78,19,16,106,47,30,40,20,70,32,78,98
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,Veillonella_atypica,OTU3766,975,397,301,12,912,426,456,21,257,18,138,177,648,298,403,1261,23,5,16,77,14,114,42,511,28,8,144,33,2,0,508,6,59,312,39,172,170,15,160,0,299,215
Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,unclassified_g__Mycoplasma,OTU5619,0,0,1,0,0,1,0,0,2,6,0,0,0,5,1,0,1,4,0,1,1,0,0,5,7,1,0,7,1,0,0,0,0,0,8,5,0,0,0,8,0,0
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_anginosus,OTU2840,756,114,35,31,43,187,374,98,240,68,78,47,13,209,259,15,205,44,68,26,87,72,82,58,298,13,115,29,4,18,406,8,72,48,290,50,20,30,26,142,158,122
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified_g__Streptococcus,OTU2246,0,3,17,56,2,0,1,7,17,10,0,1,1,5,48,4,12,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,6,1,2,3,2
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,unclassified_g__Veillonella,OTU578,3989,2517,1309,625,1664,2301,3717,62,2743,1070,2231,3430,3707,176,679,2343,1059,194,596,121,259,152,287,29,13,308,102,168,295,266,463,590,107,83,397,118,503,334,15,481,604,553
Firmicutes,Bacilli,Lactobacillales,P5D1-392,norank_f__P5D1-392,uncultured_bacterium_g__norank_f__P5D1-392,OTU4172,1,6,22,182,4,0,0,0,52,9,1,9,4,5,34,8,6,44,66,47,10,1,24,0,0,11,61,71,38,0,3,286,0,26,3,44,72,78,1,51,4,11
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified_g__Streptococcus,OTU2827,2868,3567,5853,14816,3826,2962,4635,2327,11398,4425,2819,4831,4101,8674,17912,4667,3192,4395,5355,9595,10597,3767,6954,4243,2041,6071,7259,8300,2834,5259,3218,9322,13569,3435,9247,7361,5135,6557,1336,6758,9165,16515
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia_obeum,OTU761,21,2,0,16,0,0,28,37,0,0,2,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified_g__Streptococcus,OTU5564,1,22,78,44,64,33,3,65,39,31,18,23,32,38,21,20,37,35,39,60,23,9,17,25,15,39,11,28,74,61,3,23,1,38,10,39,52,43,6,24,20,28
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Stomatobaculum,uncultured_bacterium_g__Stomatobaculum,OTU2856,9,4,1,0,1,9,5,1,7,0,13,3,0,0,11,0,0,3,10,1,1,26,6,11,7,0,10,3,7,1,18,0,2,19,9,2,8,0,10,2,1,7
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_johnsonii,OTU913,351,64,10,0,0,0,1,0,5,0,209,409,0,0,0,0,0,0,36,0,0,0,0,1,8,0,0,0,0,0,15,0,52,0,1,0,5,156,0,0,0,0
Firmicutes,unclassified_p__Firmicutes,unclassified_p__Firmicutes,unclassified_p__Firmicutes,unclassified_p__Firmicutes,unclassified_p__Firmicutes,OTU3507,0,1,0,0,0,1,0,0,0,2,0,0,1,1,8,0,0,12,4,0,8,5,6,4,8,0,5,3,1,0,1,2,0,0,10,0,0,1,0,5,0,4
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified_g__Streptococcus,OTU573,3,2,0,0,1,5,3,1,1,0,2,0,0,0,0,1,0,2,10,2,0,4,6,8,5,0,7,0,0,0,12,1,0,2,0,3,1,0,4,1,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,uncultured_organism_g__Oribacterium,OTU3405,2,0,0,1,0,3,0,0,1,0,2,5,2,2,0,8,2,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,CAG-352,uncultured_bacterium_g__CAG-352,OTU44,118,1,1,24,0,3,42,32,1,0,15,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Bacilli,Lactobacillales,P5D1-392,norank_f__P5D1-392,unclassified_g__norank_f__P5D1-392,OTU4257,2,4,3,0,18,2,3,1,12,0,1,8,13,4,6,21,1,1,1,3,0,3,2,27,0,0,5,2,0,1,3,0,2,10,2,6,8,0,6,0,6,2
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Amnipila,uncultured_organism_g__Amnipila,OTU3464,0,0,0,0,0,0,0,0,0,7,0,1,11,0,30,0,0,6,9,129,0,4,0,9,0,0,0,0,0,344,0,24,0,0,0,0,10,3,0,7,0,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,Dialister_invisus_DSM_15470,OTU6831,148,40,47,129,148,172,55,17,296,27,409,427,154,203,139,36,66,41,169,21,16,83,191,15,75,11,69,46,4,15,32,34,38,127,372,53,36,39,173,63,121,94
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Eubacterium_brachy_group,Eubacterium_brachy,OTU1542,0,18,8,4,2,0,0,31,0,21,0,0,0,78,9,6,25,10,0,8,28,20,4,7,0,2,0,11,0,0,12,11,0,7,26,0,0,0,1,18,0,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,uncultured_organism_g__Megamonas,OTU5458,37,2,0,5,0,1,4,25,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,Dialister_pneumosintes,OTU2841,1,0,0,7,6,36,0,31,158,22,137,74,3,0,57,0,51,18,45,26,24,99,61,73,28,1,51,79,0,1,5,0,0,0,97,0,10,7,13,47,0,0
Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,unclassified_g__Gemella,OTU3277,33,60,143,268,39,28,6,179,85,59,11,5,20,62,307,40,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,unclassified_g__Veillonella,OTU5633,0,1,0,0,0,2,0,0,0,0,0,2,0,3,7,0,0,0,0,0,0,5,4,5,5,0,0,1,0,0,5,0,0,1,3,0,0,0,0,1,1,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Centipeda,uncultured_bacterium_g__Centipeda,OTU518,15,9,7,18,60,159,18,2,72,21,121,45,18,22,13,33,6,60,117,17,14,198,307,117,68,6,76,43,3,4,336,7,2,31,109,17,6,10,66,33,2,2
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Eubacterium_nodatum_group,Eubacterium_sulci_ATCC_35585,OTU3545,25,57,106,0,21,20,9,4,6,37,10,10,43,22,3,9,4,5,25,29,8,117,21,40,2,5,3,6,3,14,42,16,2,52,14,11,11,2,26,13,5,9
Firmicutes,Clostridia,Oscillospirales,Eubacterium_coprostanoligenes_group,norank_f__Eubacterium_coprostanoligenes_group,gut_metagenome_g__norank_f__Eubacterium_coprostanoligenes_group,OTU45,5,1,0,14,0,1,11,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Catonella,uncultured_bacterium_g__Catonella,OTU5800,96,26,38,10,16,107,94,32,45,234,91,51,53,135,43,71,83,65,50,242,49,192,98,69,30,28,37,22,4,30,77,61,14,99,500,12,15,21,704,262,25,110
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,Veillonella_sp._oral_taxon_780,OTU3592,0,175,0,2,0,148,0,0,0,57,0,24,0,846,142,158,1,0,42,0,2,0,95,0,0,0,102,22,0,0,67,40,0,0,193,62,0,46,34,67,6,3
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified_g__Streptococcus,OTU3584,407,547,69,1232,465,361,22,111,799,142,18,143,74,3055,220,343,32,10,13,13,18,1,11,7,9,16,12,10,2,12,4,11,16,4,11,10,6,12,5,10,167,270
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Ruminococcus_torques_group,unclassified_g__Ruminococcus_torques_group,OTU5438,52,2,1,3,0,2,19,68,0,0,10,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Eubacterium_coprostanoligenes_group,norank_f__Eubacterium_coprostanoligenes_group,uncultured_bacterium_g__norank_f__Eubacterium_coprostanoligenes_group,OTU5781,0,0,0,0,0,10,0,3,0,16,0,0,2,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,7,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,uncultured_bacterium_g__Subdoligranulum,OTU1388,33,1,0,1,0,0,17,19,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter,uncultured_bacterium_g__Pseudoramibacter,OTU3471,5,6,3,4,1,2,1,2,0,0,7,7,0,3,10,1,0,0,9,0,0,3,4,0,5,0,16,0,0,0,2,0,0,0,1,0,4,0,1,1,0,6
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_fermentum,OTU3718,55,4,1,0,1,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,16,13,4,0,0,0,0,8,3,1,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,uncultured_bacterium_g__Agathobacter,OTU6156,13,1,1,26,0,2,23,46,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,uncultured_bacterium_g__Lachnospira,OTU1360,32,0,1,7,3,2,18,34,0,0,15,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera_micronuciformis,OTU527,3,18,1,0,7,4,1,0,12,0,16,11,6,3,11,0,0,0,0,0,0,3,1,1,0,0,4,0,0,0,0,0,1,1,1,0,1,1,0,0,13,1
Firmicutes,Bacilli,Lactobacillales,unclassified_o__Lactobacillales,unclassified_o__Lactobacillales,unclassified_o__Lactobacillales,OTU5641,0,8,18,92,3,2,2,3,38,12,8,10,5,4,24,6,3,10,12,0,1,0,0,1,0,1,1,0,6,2,1,91,0,0,1,6,27,4,0,13,10,21
Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Metamycoplasma_salivarium,OTU2830,0,0,1,0,0,1,0,0,45,0,0,0,0,1,1,0,0,1,0,0,5,0,2,1,6,1,0,2,0,0,0,0,0,0,3,0,0,0,3,3,0,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Anaeroglobus,Anaeroglobus_geminatus,OTU3838,27,0,45,22,28,149,0,0,106,21,843,298,3,210,192,11,85,5,79,13,34,217,212,17,32,2,92,6,0,4,0,13,1,54,30,1,17,11,145,11,14,14
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,unclassified_g__Peptostreptococcus,OTU580,0,2,4,2,0,0,0,0,9,3,3,1,1,2,4,0,1,4,6,1,2,8,3,1,2,0,2,2,0,0,1,1,0,1,3,9,1,2,1,6,1,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-004,uncultured_organism_g__Lachnospiraceae_UCG-004,OTU5363,13,0,0,5,2,0,7,39,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,uncultured_organism_g__Veillonella,OTU3594,3307,3672,657,153,1662,1074,3173,199,1153,59,666,719,4984,557,304,3601,467,179,1072,965,349,4109,617,3396,827,286,701,887,1514,1110,4051,542,3941,2369,1449,1340,2529,100,2844,426,1990,1538
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,unclassified_g__Veillonella,OTU557,0,0,5,9,1,0,0,0,5,1,0,1,0,0,3,2,0,1,3,4,0,1,1,0,0,0,1,2,0,0,1,4,0,9,0,1,1,2,0,0,0,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_sputigena,OTU2829,0,2,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,6,0,5,7,1,1,0,0,0,82,0,0,0,19,0,1,0,0,6,0,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_sp._oral_taxon_137_str._F0430,OTU2848,26,0,0,0,12,47,0,9,51,1,0,19,0,3,0,1,9,1,0,2,6,47,0,4,0,0,1,2,0,1,5,0,1,0,4,6,0,0,2,1,8,5
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,uncultured_organism_g__Oribacterium,OTU2155,142,39,37,86,10,132,170,22,23,61,140,187,95,469,30,371,76,3,2,24,1,4,2,1,2,0,3,2,0,1,2,3,0,3,10,0,1,1,141,7,23,126
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,uncultured_organism_g__Oribacterium,OTU1355,17,13,8,7,10,18,16,7,2,5,16,16,9,34,3,33,8,76,80,468,61,81,51,22,39,55,61,37,0,49,46,48,3,100,102,25,33,40,2871,69,2,18
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_mutans,OTU3709,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,12,0,11,4,0,0,3,0,3,2,1,0,32,0,1,0,3,0,26,0,16,3,2,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ND3007_group,metagenome_g__Lachnospiraceae_ND3007_group,OTU4745,16,3,1,14,0,1,18,24,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,unclassified_p__Firmicutes,unclassified_p__Firmicutes,unclassified_p__Firmicutes,unclassified_p__Firmicutes,unclassified_p__Firmicutes,OTU2146,0,15,0,0,0,6,0,1,0,3,0,0,0,57,10,5,0,0,1,0,0,0,5,0,0,0,7,2,0,0,1,3,0,0,6,2,0,4,0,1,1,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera_micronuciformis,OTU5649,45,212,12,3,84,15,47,4,41,4,198,77,54,20,114,16,0,2,9,7,1,216,25,30,1,2,49,14,3,2,224,3,3,167,28,4,58,4,20,9,58,39
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,uncultured_bacterium_g__Selenomonas,OTU5473,227,15,0,0,0,3,70,0,16,1,55,5,0,4,53,0,0,1,38,4,0,1,34,4,0,0,0,2,0,1,90,0,20,6,1,0,0,0,2,4,1,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_eligens_group,unclassified_g__Eubacterium_eligens_group,OTU375,39,5,0,7,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,unclassified_g__Veillonella,OTU5604,24,107,3,0,30,8,31,2,17,1,12,4,113,4,0,58,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,34
Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,unclassified_g__Gemella,OTU3699,26,0,10,48,16,28,5,16,146,145,60,225,56,140,110,9,42,26,23,17,30,3,24,9,12,4,7,14,2,7,3,27,7,3,34,10,13,47,4,24,77,110
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,uncultured_bacterium_g__Dorea,OTU1536,18,2,1,4,0,0,12,32,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasmatales_bacterium_canine_oral_taxon_172,OTU2252,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified_g__Streptococcus,OTU5531,19,20,26,29,14,19,34,6,13,23,16,46,46,25,59,17,23,21,52,25,41,28,88,16,31,31,22,39,0,8,5,30,33,22,46,25,23,49,7,34,69,45
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Johnsonella,uncultured_bacterium_g__Johnsonella,OTU4112,0,0,0,0,0,0,0,1,0,9,0,0,1,0,50,0,0,81,0,0,0,9,70,9,14,0,15,6,1,0,3,4,0,0,0,0,0,0,0,9,0,0
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified_g__Streptococcus,OTU5534,0,0,1,1,2,5,0,0,6,1,26,10,0,6,9,1,1,1,2,2,1,9,19,1,3,0,6,1,0,1,1,2,1,3,1,0,2,0,2,1,4,0
Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelotrichaceae_UCG-003,unclassified_g__Erysipelotrichaceae_UCG-003,OTU11,35,5,1,11,2,3,28,48,0,0,3,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,unclassified_g__Faecalibacterium,OTU5172,27,0,1,7,1,3,37,139,0,0,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,unclassified_g__Selenomonas,OTU3581,56,0,17,18,85,467,85,1,143,34,418,36,20,72,16,69,18,21,79,69,32,609,11,40,35,8,64,164,0,26,6,5,31,95,34,68,18,4,134,57,34,75
Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus_bicirculans,OTU975,47,2,3,2,2,2,8,22,1,0,2,0,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Bacilli,Lactobacillales,unclassified_o__Lactobacillales,unclassified_o__Lactobacillales,unclassified_o__Lactobacillales,OTU3539,1,83,109,227,43,12,24,17,95,47,15,65,46,7,87,42,25,69,123,128,36,29,100,67,68,196,69,153,43,95,57,457,52,47,59,136,89,148,23,115,71,52
Firmicutes,Bacilli,Lactobacillales,unclassified_o__Lactobacillales,unclassified_o__Lactobacillales,unclassified_o__Lactobacillales,OTU5580,12,11,5,58,10,3,43,18,5,13,2,5,12,17,7,12,24,9,17,38,24,8,12,12,28,57,27,41,14,76,23,21,192,12,20,52,21,35,7,48,52,43
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_hallii_group,unclassified_g__Eubacterium_hallii_group,OTU4841,26,2,0,5,1,1,15,28,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,unclassified_f__Peptostreptococcaceae,unclassified_f__Peptostreptococcaceae,OTU4108,0,0,42,3,0,1,0,0,0,9,0,0,85,0,16,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,6,0,5,2,0,47,10,1,0
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,norank_o__Peptostreptococcales-Tissierellales,Parvimonas,unclassified_g__Parvimonas,OTU587,1,6,1,0,1,4,0,2,7,4,1,1,1,13,6,1,5,1,2,2,3,4,2,2,4,0,1,11,0,0,8,4,0,0,2,1,0,1,0,5,0,1
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Anaeroglobus,Anaeroglobus_geminatus,OTU585,0,0,1,2,3,9,0,0,5,2,25,11,0,14,15,1,5,1,4,2,2,8,19,1,3,0,2,0,0,0,1,2,1,1,2,0,1,3,3,1,0,2
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera_elsdenii_DSM_20460,OTU2594,8,1,0,2,0,1,2,3,0,0,80,0,1,0,0,0,0,0,67,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,21,0,0,0,0,0
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,unclassified_f__Selenomonadaceae,unclassified_f__Selenomonadaceae,OTU2828,0,3,2,3,11,35,0,2,8,4,35,33,1,9,11,2,6,6,23,3,0,23,38,15,7,3,8,4,0,1,39,1,0,5,15,3,1,1,10,4,2,1
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Ruminococcus_torques_group,Ruminococcus_torques_ATCC_27756,OTU5141,14,3,0,3,0,0,9,37,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,unclassified_g__Oribacterium,OTU3804,1,1,1,3,0,0,1,2,2,1,0,3,3,8,1,9,0,1,5,20,2,1,0,1,0,2,3,2,0,1,1,0,0,0,3,0,0,0,14,3,1,5
Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Johnsonella,Johnsonella_ignava_ATCC_51276,OTU2852,0,2,2,0,2,0,0,2,0,5,0,0,3,6,5,0,1,1,0,0,7,2,13,0,3,1,1,2,0,1,0,0,0,6,12,0,0,1,0,0,0,0
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified_g__Streptococcus,OTU5679,2028,1543,677,435,2142,898,1908,265,48,209,466,210,905,1781,289,3172,426,54,697,74,269,378,127,373,382,103,232,105,171,260,624,293,228,245,170,229,591,93,186,358,1720,948
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified_g__Streptococcus,OTU5662,2,11,1,0,2,2,3,1,0,1,1,2,1,0,3,3,4,4,3,3,0,1,5,6,7,4,2,2,1,4,5,11,6,0,4,3,2,3,1,7,6,1
