Phylum,Class,Order,Family,Genus,Species,OTU,DGN16SuooMAaA_1_112,DGN16SuooMAaA_1_113,DGN16SuooMAaA_1_115,DGN16SuooMAaA_1_116,DGN16SuooMAaA_2_113,DGN16SuooMAaA_2_115,DGN16SuooMAaA_2_116,DGN16SuooMAaA_3_115,DGN16SuooMAaA_3_120,DGN16SuooMAaA_4_112,DGN16SuooMAaA_4_115,DGN16SuooMAaA_5_116,DGN16SuooMAaA_7_113,DGN16SuooMAaA_7_115,DGN16SuooMAaA_8_115,DGN16SuooMAaA_9_112,DGN16SuooMAaA_9_116,Rego006,Rego010,Rego015,Rego016,Rego019,Rego020,Rego023,Rego025,Rego030,Rego032,Rego035,Rego041,Rego042,Rego045,Rego046,Rego049,Rego054,Rego061,Rego063,Rego064,Rego069,Rego071,Rego083,WHYD20082037_A,WHYD20082062_A
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_medium,OTU5777,0,0,2,9,9,345,0,26,71,123,0,61,3,16,24,0,20,9,0,1,0,1,14,9,4,1,0,9,0,0,2,5,0,0,3,0,0,0,0,11,58,133
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_genomosp._P6_oral_clone_MB4_G11,OTU3755,0,0,0,0,0,9,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,33,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_maltophilum_ATCC_51939,OTU2814,32,0,26,5,13,63,20,10,28,5,42,15,1,49,83,2,8,12,11,5,24,20,51,3,39,0,106,9,0,7,2,1,6,40,19,2,19,15,3,15,121,228
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_amylovorum,OTU3583,0,0,0,0,7,4,0,1,0,238,37,0,3,93,0,26,1,11,37,46,17,199,0,1,0,1,5,202,2,0,3,0,0,0,30,0,0,0,0,25,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_sp._IIIC53,OTU5803,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,unclassified_g__Treponema,OTU5772,0,0,0,0,19,28,0,0,0,560,0,0,5,0,195,0,0,281,0,39,0,172,0,73,0,0,226,0,0,0,1,43,0,0,155,0,0,0,0,344,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_medium,OTU2238,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,118,0,7,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,59,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_medium,OTU556,0,0,0,0,0,0,0,0,0,3,0,0,0,0,100,0,1,285,18,0,17,67,284,111,32,2,147,1,0,0,23,2,1,21,69,0,4,8,10,181,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_medium,OTU2821,0,0,0,0,0,69,0,0,0,70,0,0,0,0,110,0,0,94,0,1,42,40,266,102,150,6,226,1,0,0,6,48,0,0,150,11,0,16,4,317,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,unclassified_g__Treponema,OTU3979,0,0,0,0,0,1,0,1,0,3,3,3,0,0,7,0,1,7,0,0,1,1,10,6,4,0,7,1,0,0,2,0,0,0,3,0,0,0,0,3,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_sp._522BH022,OTU2839,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,348,0,0
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,unclassified_g__Treponema,OTU2816,0,0,0,0,0,28,0,0,0,4,0,0,0,17,0,2,0,0,0,0,0,18,0,14,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,23,0,0
Synergistota,Synergistia,Synergistales,Synergistaceae,Fretibacterium,uncultured_Synergistetes_bacterium_g__Fretibacterium,OTU3819,1,11,0,1,1,63,0,23,0,13,3,13,0,118,10,2,5,20,9,5,33,59,9,14,35,0,32,28,0,3,65,7,0,1,70,0,4,2,0,31,4,8
Synergistota,Synergistia,Synergistales,Synergistaceae,Fretibacterium,uncultured_Synergistetes_bacterium_g__Fretibacterium,OTU2812,0,0,0,0,3,6,0,13,0,3,1,4,0,0,7,0,7,13,3,4,43,28,2,3,14,1,4,11,0,0,2,5,0,3,61,2,1,1,0,14,0,5
Synergistota,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,unclassified_g__Pyramidobacter,OTU2225,0,0,0,0,0,1,0,1,0,1,13,44,0,0,6,0,0,0,25,2,1,10,0,1,6,0,7,1,2,0,0,0,0,2,0,0,3,1,3,0,2,0
