num sample rows,DGN16SxfsMCaB_20_109,DGN16SxfsMAaA_17_112,DGN16SxfsMAaA_12_122,WHYD200513783_A,DGN16SuooMAaA_7_113,DGN16SxfsMAaA_13_114,DGN16SxfsMAaA_18_115,GXJ0103_C6,GXJ0103_C8D15,DGN16SxfsMAaA_12_117,DGN16SxfsMAaA_16_119,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_22_109,YZR0106_C2,YZR0106_C4,ZJD0111_JX,ZJD0111_C4uiPD,YZY0112_C2D15,Rego006,WHYD200513792_A,DGN16SuooMAaA_3_120,Rego010,FQT0113_JX,FQT0113_C2D15,DGN16SuooMAaA_4_115,HSR0114_JX,HAH0115_JX,Rego015,Rego016,CGH0116_JX,CGH0116_C2D1,DGN16SuooMAaA_3_115,WHYD200513785_A,WHYD200513797_A,WHYD200513812_A,DGN16SuooMAaA_9_116,WHYD200716230_A,Rego019,ZXL0117_JX,Rego020,SZL0119_JX,DGN16SuooMAaA_8_115,WHYD200716245_A,Rego023,HM0120_JX,Rego025,CWZ0121_JX,CWZ0121_PD,SLM0122_JX,WHYD200513799_A,WHYD20082037_A,WHYD200716229_A,WHYD20082062_A,WHYD200716254_A,LGZ0123_JX,Rego030,FW0124_JX,Rego032,WHYD200513772_A,YMS0125_JX,Rego035,TWH0126_JX,Rego042,Rego041,LJK0127_JX,SJH0128_JX,Rego046,FMS0129_JX,Rego045,DGN16SuooMAaA_1_113,WHYD200513577_A,WY0132_JX,LWM0133_JX,LMS0134_JX,CKH0135_JX,Rego054,WHYD200513795_A,DGN16SuooMAaA_1_115,WHYD200513813_A,PXX0136_JX,Rego061,Rego064,YGF0137_JX,JFQ0138_JX,Rego063,WHYD200513798_A,DGN16SuooMAaA_2_115,WHYD200513822_A,WHYD200513800_A,Rego069,DGN16SuooMAaA_5_116,Rego049,DGN16SuooMAaA_1_112,DGN16SuooMAaA_2_116,Rego083,WHYD200513765_A,DGN16SuooMAaA_4_112,WHYD200513815_A,DGN16SuooMAaA_2_113,WHYD200513773_A,DGN16SuooMAaA_1_116,WHYD200513784_A,WHYD200513786_A,DGN16SuooMAaA_9_112,WHYD200513802_A,DGN16SuooMAaA_7_115,WHYD200513791_A,GZL0140_JX,Rego071,WHYD200513766_A,DGN16SxfsMCaB_19_109
56100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2843,NA,NA,NA,3.7461,3.4981,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9844,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5057,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7692,NA,NA,3.8622,NA,3.9183,NA,NA,NA,NA,NA
56200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2843,NA,NA,NA,3.7461,3.4982,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9845,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9544,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5058,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7692,NA,NA,3.8622,NA,3.9183,NA,NA,NA,NA,NA
56300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2844,NA,NA,NA,3.7461,3.4982,NA,NA,NA,NA,3.798,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9845,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9544,NA,NA,NA,NA,NA,NA,NA,1.931,4.5058,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,3.8623,NA,3.9183,NA,NA,NA,NA,NA
56384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2844,NA,NA,NA,3.7461,3.4982,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9688,3.9845,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9543,NA,NA,NA,NA,NA,NA,NA,1.931,4.5059,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,3.8623,NA,3.9183,NA,NA,NA,NA,NA
56400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2844,NA,NA,NA,3.7461,3.4982,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9688,3.9845,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9544,NA,NA,NA,NA,NA,NA,NA,1.931,4.5059,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,3.8623,NA,3.9183,NA,NA,NA,NA,NA
56461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4982,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9544,NA,NA,NA,NA,NA,NA,NA,1.931,4.5059,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,3.8623,NA,3.9184,NA,NA,NA,NA,NA
56500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9544,NA,NA,NA,NA,NA,NA,NA,1.931,4.5059,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,3.8623,NA,3.9184,NA,NA,NA,NA,NA
56600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9688,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9543,NA,NA,NA,NA,NA,NA,NA,1.931,4.5059,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,NA,NA,3.9184,NA,NA,NA,NA,NA
56700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.798,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9544,NA,NA,NA,NA,NA,NA,NA,1.931,4.5059,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,NA,NA,3.9184,NA,NA,NA,NA,NA
56800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.798,NA,NA,NA,NA,NA,NA,NA,NA,3.9688,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9544,NA,NA,NA,NA,NA,NA,NA,1.931,4.506,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,NA,NA,3.9184,NA,NA,NA,NA,NA
56900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.798,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,1.931,4.506,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,NA,NA,3.9185,NA,NA,NA,NA,NA
56999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4299,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.798,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9544,NA,NA,NA,NA,NA,NA,NA,1.931,4.506,NA,NA,NA,NA,NA,4.2388,4.0225,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,NA,NA,3.9185,NA,NA,NA,NA,NA
57000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4299,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.798,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9544,NA,NA,NA,NA,NA,NA,NA,1.931,4.506,NA,NA,NA,NA,NA,4.2388,4.0225,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,NA,NA,3.9185,NA,NA,NA,NA,NA
57089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.798,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,1.931,4.5059,NA,NA,NA,NA,NA,4.2389,4.0225,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,NA,NA,3.9185,NA,NA,NA,NA,NA
57100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.798,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,1.931,4.5059,NA,NA,NA,NA,NA,4.2389,4.0225,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,NA,NA,3.9185,NA,NA,NA,NA,NA
57200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.746,3.4983,NA,NA,NA,NA,3.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,1.931,4.5059,NA,NA,NA,NA,NA,4.2389,4.0224,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,NA,NA,3.9185,NA,NA,NA,NA,NA
57300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,1.9309,4.506,NA,NA,NA,NA,NA,4.239,4.0224,NA,NA,NA,NA,NA,NA,3.7694,NA,NA,NA,NA,3.9185,NA,NA,NA,NA,NA
57400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2844,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5061,NA,NA,NA,NA,NA,4.239,4.0224,NA,NA,NA,NA,NA,NA,3.7694,NA,NA,NA,NA,3.9185,NA,NA,NA,NA,NA
57401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5061,NA,NA,NA,NA,NA,4.239,4.0224,NA,NA,NA,NA,NA,NA,3.7694,NA,NA,NA,NA,3.9185,NA,NA,NA,NA,NA
57500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4983,NA,NA,NA,NA,3.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5061,NA,NA,NA,NA,NA,4.2391,4.0224,NA,NA,NA,NA,NA,NA,3.7694,NA,NA,NA,NA,3.9185,NA,NA,NA,NA,NA
57600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4984,NA,NA,NA,NA,3.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,NA,4.506,NA,NA,NA,NA,NA,4.2391,4.0224,NA,NA,NA,NA,NA,NA,3.7693,NA,NA,NA,NA,3.9185,NA,NA,NA,NA,NA
57700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2845,NA,NA,NA,3.7461,3.4984,NA,NA,NA,NA,3.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,NA,4.506,NA,NA,NA,NA,NA,4.2391,4.0224,NA,NA,NA,NA,NA,NA,3.7694,NA,NA,NA,NA,3.9185,NA,NA,NA,NA,NA
57800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.7461,3.4984,NA,NA,NA,NA,3.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,NA,4.5061,NA,NA,NA,NA,NA,4.2391,4.0225,NA,NA,NA,NA,NA,NA,3.7694,NA,NA,NA,NA,3.9186,NA,NA,NA,NA,NA
57840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.7461,3.4984,NA,NA,NA,NA,3.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,NA,4.5061,NA,NA,NA,NA,NA,4.2392,4.0225,NA,NA,NA,NA,NA,NA,3.7695,NA,NA,NA,NA,3.9186,NA,NA,NA,NA,NA
57882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.7461,3.4984,NA,NA,NA,NA,3.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,NA,4.5061,NA,NA,NA,NA,NA,4.2391,4.0225,NA,NA,NA,NA,NA,NA,3.7695,NA,NA,NA,NA,3.9187,NA,NA,NA,NA,NA
57900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.7461,3.4984,NA,NA,NA,NA,3.7981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2391,4.0225,NA,NA,NA,NA,NA,NA,3.7695,NA,NA,NA,NA,3.9187,NA,NA,NA,NA,NA
58000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.7461,3.4984,NA,NA,NA,NA,3.7982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2392,4.0225,NA,NA,NA,NA,NA,NA,3.7695,NA,NA,NA,NA,3.9187,NA,NA,NA,NA,NA
58100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.7461,3.4984,NA,NA,NA,NA,3.7982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2392,4.0225,NA,NA,NA,NA,NA,NA,3.7695,NA,NA,NA,NA,3.9187,NA,NA,NA,NA,NA
58200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.746,3.4984,NA,NA,NA,NA,3.7982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2392,4.0226,NA,NA,NA,NA,NA,NA,3.7695,NA,NA,NA,NA,3.9187,NA,NA,NA,NA,NA
58300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.7461,3.4984,NA,NA,NA,NA,3.7982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2392,4.0226,NA,NA,NA,NA,NA,NA,3.7696,NA,NA,NA,NA,3.9187,NA,NA,NA,NA,NA
58400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.7461,3.4984,NA,NA,NA,NA,3.7983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2392,4.0226,NA,NA,NA,NA,NA,NA,3.7696,NA,NA,NA,NA,3.9187,NA,NA,NA,NA,NA
58500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.7461,3.4985,NA,NA,NA,NA,3.7983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2392,4.0227,NA,NA,NA,NA,NA,NA,3.7696,NA,NA,NA,NA,3.9187,NA,NA,NA,NA,NA
58600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.7461,3.4985,NA,NA,NA,NA,3.7983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2392,4.0227,NA,NA,NA,NA,NA,NA,3.7696,NA,NA,NA,NA,3.9188,NA,NA,NA,NA,NA
58700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.7461,3.4985,NA,NA,NA,NA,3.7984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2392,4.0227,NA,NA,NA,NA,NA,NA,3.7696,NA,NA,NA,NA,3.9188,NA,NA,NA,NA,NA
58800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2846,NA,NA,NA,3.7461,3.4985,NA,NA,NA,NA,3.7984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2392,4.0228,NA,NA,NA,NA,NA,NA,3.7696,NA,NA,NA,NA,3.9187,NA,NA,NA,NA,NA
