num sample rows,DGN16SxfsMCaB_20_109,DGN16SxfsMAaA_17_112,DGN16SxfsMAaA_12_122,WHYD200513783_A,DGN16SuooMAaA_7_113,DGN16SxfsMAaA_13_114,DGN16SxfsMAaA_18_115,GXJ0103_C6,GXJ0103_C8D15,DGN16SxfsMAaA_12_117,DGN16SxfsMAaA_16_119,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_22_109,YZR0106_C2,YZR0106_C4,ZJD0111_JX,ZJD0111_C4uiPD,YZY0112_C2D15,Rego006,WHYD200513792_A,DGN16SuooMAaA_3_120,Rego010,FQT0113_JX,FQT0113_C2D15,DGN16SuooMAaA_4_115,HSR0114_JX,HAH0115_JX,Rego015,Rego016,CGH0116_JX,CGH0116_C2D1,DGN16SuooMAaA_3_115,WHYD200513785_A,WHYD200513797_A,WHYD200513812_A,DGN16SuooMAaA_9_116,WHYD200716230_A,Rego019,ZXL0117_JX,Rego020,SZL0119_JX,DGN16SuooMAaA_8_115,WHYD200716245_A,Rego023,HM0120_JX,Rego025,CWZ0121_JX,CWZ0121_PD,SLM0122_JX,WHYD200513799_A,WHYD20082037_A,WHYD200716229_A,WHYD20082062_A,WHYD200716254_A,LGZ0123_JX,Rego030,FW0124_JX,Rego032,WHYD200513772_A,YMS0125_JX,Rego035,TWH0126_JX,Rego042,Rego041,LJK0127_JX,SJH0128_JX,Rego046,FMS0129_JX,Rego045,DGN16SuooMAaA_1_113,WHYD200513577_A,WY0132_JX,LWM0133_JX,LMS0134_JX,CKH0135_JX,Rego054,WHYD200513795_A,DGN16SuooMAaA_1_115,WHYD200513813_A,PXX0136_JX,Rego061,Rego064,YGF0137_JX,JFQ0138_JX,Rego063,WHYD200513798_A,DGN16SuooMAaA_2_115,WHYD200513822_A,WHYD200513800_A,Rego069,DGN16SuooMAaA_5_116,Rego049,DGN16SuooMAaA_1_112,DGN16SuooMAaA_2_116,Rego083,WHYD200513765_A,DGN16SuooMAaA_4_112,WHYD200513815_A,DGN16SuooMAaA_2_113,WHYD200513773_A,DGN16SuooMAaA_1_116,WHYD200513784_A,WHYD200513786_A,DGN16SuooMAaA_9_112,WHYD200513802_A,DGN16SuooMAaA_7_115,WHYD200513791_A,GZL0140_JX,Rego071,WHYD200513766_A,DGN16SxfsMCaB_19_109
16800,2.8893,2.3992,3.4176,3.7188,4.0834,3.8663,3.4235,2.6667,4.3872,3.438,3.7727,2.9289,2.3146,1.5805,3.0447,2.5584,3.4661,3.2434,4.1406,3.0282,4.0396,4.2539,2.2954,2.7962,4.4163,4.3754,3.7183,3.6696,3.5123,3.876,3.8045,3.2689,3.8858,3.8335,3.8038,3.735,3.4909,4.6218,3.4645,4.3622,2.9469,3.7863,2.823,4.2454,3.5168,4.0906,3.1869,3.689,2.7621,3.2731,3.9585,3.9721,3.5664,3.8493,4.344,3.2069,3.6948,4.3143,3.8603,3.6641,4.0702,2.5637,3.0788,2.0394,2.1604,3.8992,3.6487,2.9424,4.3137,4.0503,3.5112,3.3846,4.0843,3.9979,NA,4.0724,2.0206,3.9457,1.7447,3.5351,4.2583,3.5926,3.5087,3.1452,3.6146,1.9247,4.4926,2.3883,3.4148,3.4269,4.4133,2.734,4.2253,4.0093,4.3557,3.7789,4.4344,3.6566,4.2747,2.9292,3.7556,3.4757,4.3295,3.852,4.1508,3.9104,3.157,2.9976,4.0202,2.7121,3.4462
16900,2.8892,2.3992,3.4177,3.7187,4.0834,3.8665,3.4233,2.6668,4.3872,3.438,3.7725,2.9291,2.3145,1.5805,3.0448,2.5585,3.4663,3.2433,4.1405,3.0282,4.0397,4.2538,2.2953,2.7961,4.4164,4.3755,3.7186,3.6697,3.5123,3.8759,3.8047,3.2691,3.886,3.8337,3.8038,3.7352,3.4908,4.6217,3.4648,4.3623,2.9469,3.7863,2.8229,4.2454,3.5169,4.0904,3.187,3.6889,2.7621,3.2735,3.9586,3.9721,3.5666,3.8493,4.344,3.2069,3.695,4.3144,3.8604,3.6643,4.0703,2.5638,3.079,2.0394,2.1603,3.8992,3.6487,2.9423,4.3138,4.0504,3.5112,3.3847,4.0845,3.998,NA,4.0725,2.0206,3.9456,1.7447,3.5352,4.2585,3.5926,3.5088,3.1451,3.6146,1.9248,4.4926,2.3884,3.4148,3.427,4.4133,2.734,4.2254,4.0093,4.3559,3.7791,4.4346,3.6569,4.2749,2.9292,3.7556,3.4759,4.3297,3.8522,4.1509,3.9103,3.1573,2.9976,4.0202,2.7119,3.4462
17000,2.8891,2.3991,3.4179,3.7189,4.0834,3.8668,3.4234,2.6669,4.3874,3.438,3.7727,2.9289,2.3145,1.5806,3.045,2.5585,3.4663,3.2433,4.1407,3.0284,4.0399,4.2538,2.2953,2.796,4.4163,4.3757,3.7188,3.6695,3.5123,3.8759,3.8047,3.2692,3.886,3.8338,3.8041,3.7354,3.4909,4.6217,3.4652,4.3623,2.9468,3.7865,2.8227,4.2456,3.517,4.0903,3.1873,3.689,2.762,3.2734,3.9586,3.9724,3.5665,3.8494,4.3441,3.2066,3.6952,4.3146,3.8604,3.6643,4.0703,2.5638,3.0791,2.0395,2.1603,3.8994,3.6489,2.9425,4.314,4.0506,3.5113,3.3847,4.0848,3.998,NA,4.0728,2.0208,3.9458,1.7448,3.5355,4.2587,3.593,3.5088,3.1451,3.6144,1.9247,4.4928,2.3882,3.4148,3.427,4.4134,2.7341,4.2254,4.0094,4.3559,3.7792,4.4347,3.6572,4.2749,2.9291,3.7557,3.4761,4.3299,3.8522,4.1508,3.9103,3.1574,2.9976,4.0204,2.712,3.4463
17100,2.8893,2.3988,3.4181,3.7192,4.0834,3.867,3.4236,2.6672,4.3877,3.4383,3.7727,2.9289,2.3146,1.5805,3.0447,2.5585,3.4666,3.2434,4.141,3.0285,4.04,4.254,2.2953,2.796,4.4164,4.3758,3.7189,3.6694,3.5126,3.876,3.805,3.2693,3.8861,3.834,3.8041,3.7354,3.4908,4.6218,3.4654,4.3623,2.9468,3.7866,2.8228,4.2458,3.5169,4.0905,3.1875,3.6891,2.7622,3.2735,3.9589,3.9724,3.5663,3.8497,4.3441,3.2065,3.6954,4.3147,3.8605,3.6642,4.0703,2.5637,3.0792,2.0394,2.1603,3.8995,3.649,2.9427,4.314,4.0508,3.5113,3.3848,4.0849,3.998,NA,4.0727,2.0209,3.9458,1.7449,3.5356,4.2587,3.5929,3.5087,3.1451,3.6146,1.9247,4.4928,2.3884,3.4148,3.4271,4.4135,2.7343,4.2255,4.0096,4.356,3.7794,4.4348,3.6574,4.275,2.9293,3.756,3.4763,4.3299,3.8524,4.1509,3.9102,3.1576,2.9977,4.0207,2.712,3.4464
17200,2.8893,2.3989,3.4184,3.7191,4.0833,3.8671,3.4238,2.6673,4.3878,3.4384,3.7728,2.929,2.3146,1.5805,3.0447,2.5587,3.4666,3.2433,4.141,3.0285,4.04,4.2541,2.2953,2.7961,4.4167,4.3758,3.719,3.6695,3.5127,3.8761,3.805,3.2695,3.8861,3.8341,3.8043,3.7355,3.4909,4.622,3.4653,4.3622,2.9467,3.7866,2.8229,4.2459,3.5169,4.0906,3.1876,3.6892,2.7624,3.2737,3.9591,3.9726,3.5664,3.8499,4.3442,3.2066,3.6953,4.3147,3.8606,3.6642,4.0704,2.5638,3.0794,2.0394,2.1603,3.8997,3.649,2.9428,4.3141,4.0509,3.5115,3.3849,4.0849,3.9981,NA,4.0728,2.0209,3.9459,1.745,3.5357,4.2589,3.593,3.5087,3.1452,3.6146,1.9249,4.4928,2.3885,3.415,3.427,4.4136,2.7345,4.2256,4.0098,4.3561,3.7796,4.4348,3.6574,4.275,2.9291,3.7562,3.4763,4.33,3.8525,4.151,3.9102,3.1575,2.9978,4.0206,2.7121,3.4467
17300,2.8892,2.3987,3.4185,3.7195,4.0833,3.8671,3.4237,2.6673,4.3877,3.4384,3.7731,2.9291,2.3147,1.5806,3.0449,2.5588,3.4666,3.2434,4.1411,3.0287,4.0401,4.254,2.2956,2.7961,4.4168,4.376,3.719,3.6695,3.5127,3.8761,3.8052,3.2696,3.8862,3.8341,3.8046,3.7356,3.4909,4.6221,3.4654,4.3624,2.9468,3.7869,2.8229,4.2458,3.517,4.0908,3.1877,3.6893,2.7625,3.2738,3.9593,3.9727,3.5666,3.8499,4.3443,3.2066,3.6953,4.315,3.8606,3.6645,4.0705,2.5636,3.0795,2.0395,2.1603,3.8999,3.6492,2.943,4.3142,4.0511,3.5115,3.3849,4.0849,3.9981,NA,4.0729,2.0209,3.9458,1.7452,3.5357,4.2591,3.5931,3.5086,3.1453,3.6147,1.9248,4.4929,2.3886,3.4151,3.427,4.4137,2.7344,4.2255,4.0099,4.3562,3.7799,4.4349,3.6575,4.275,2.9292,3.7563,3.4763,4.3301,3.8526,4.1511,3.9103,3.1576,2.9978,4.0209,2.7121,3.447
17400,2.8891,2.399,3.4185,3.7198,4.0834,3.8673,3.4239,2.6675,4.3879,3.4383,3.7731,2.9293,2.3146,1.5805,3.045,2.5589,3.4664,3.2436,4.1412,3.0288,4.0401,4.2539,2.2953,2.7958,4.4169,4.376,3.7192,3.6695,3.5129,3.8762,3.8053,3.2697,3.8862,3.8343,3.8046,3.7357,3.4911,4.6221,3.4655,4.3624,2.9468,3.787,2.8229,4.246,3.5172,4.0908,3.1879,3.6893,2.7625,3.2737,3.9593,3.9728,3.5665,3.8502,4.3443,3.2067,3.6953,4.3151,3.8608,3.6646,4.0707,2.5637,3.0796,2.0397,2.1603,3.9,3.6493,2.9432,4.3142,4.0511,3.5116,3.3849,4.0852,3.9981,NA,4.073,2.021,3.9457,1.7453,3.5357,4.2592,3.5931,3.5086,3.1452,3.6149,1.9248,4.4928,2.3887,3.415,3.4272,4.4138,2.7344,4.2255,4.01,4.3562,3.78,4.435,3.6576,4.2751,2.9293,3.7565,3.4765,4.3302,3.8528,4.1512,3.9102,3.1577,2.9978,4.0211,2.7122,3.4471
17500,2.8893,2.3988,3.4188,3.7199,4.0834,3.8677,3.4241,2.6674,4.3882,3.4382,3.7731,2.9292,2.3148,1.5804,3.045,2.5591,3.4666,3.2435,4.1412,3.0289,4.0402,4.2538,2.2954,2.7959,4.4169,4.3762,3.7192,3.6695,3.5128,3.8763,3.8054,3.2701,3.8863,3.8344,3.8047,3.7356,3.4912,4.6222,3.4656,4.3623,2.9468,3.7872,2.823,4.2462,3.5173,4.091,3.1878,3.6894,2.7624,3.2738,3.9592,3.9728,3.5666,3.8504,4.3444,3.2069,3.6952,4.3151,3.8608,3.6647,4.0708,2.5639,3.0795,2.0397,2.1605,3.9002,3.6493,2.9431,4.3143,4.0512,3.5117,3.3849,4.0852,3.9983,NA,4.0731,2.021,3.9456,1.7453,3.5358,4.2593,3.5932,3.5087,3.1454,3.6149,1.9249,4.4929,2.3889,3.415,3.4273,4.414,2.7345,4.2257,4.0099,4.3562,3.7798,4.4351,3.6579,4.2751,2.9295,3.7565,3.4767,4.3305,3.8528,4.1513,3.9103,3.1577,2.9979,4.0213,2.7124,3.4473
17600,2.8893,2.3989,3.4191,3.7199,4.0835,3.8675,3.4243,2.6677,4.3883,3.4384,3.7732,2.9291,2.3149,1.5804,3.045,2.559,3.4667,3.2436,4.1413,3.0289,4.0401,4.2541,2.2954,2.796,4.417,4.3763,3.7193,3.6694,3.513,3.8763,3.8055,3.2703,3.8865,3.8344,3.8046,3.7358,3.4914,4.6225,3.4658,4.3624,2.9468,3.7875,2.8231,4.2464,3.5174,4.0911,3.1877,3.6894,2.7625,3.274,3.9593,3.9728,3.5667,3.8504,4.3444,3.2069,3.6955,4.3153,3.861,3.6647,4.0712,2.564,3.0796,2.0396,2.1605,3.9002,3.6495,2.9433,4.3145,4.0513,3.5118,3.385,4.0853,3.9985,NA,4.073,2.0213,3.9456,1.7455,3.536,4.2596,3.5931,3.5087,3.1452,3.6148,1.9248,4.493,2.3888,3.415,3.4273,4.4142,2.7345,4.2257,4.01,4.3562,3.78,4.4351,3.6581,4.2752,2.9295,3.7564,3.4768,4.3306,3.8528,4.1512,3.9104,3.1576,2.9979,4.0213,2.7125,3.4474
17700,2.8891,2.3992,3.4192,3.72,4.0835,3.8676,3.4243,2.6678,4.3884,3.4384,3.7733,2.9291,2.3149,1.5803,3.0448,2.559,3.4669,3.2438,4.1414,3.0289,4.0403,4.2541,2.2954,2.7961,4.4172,4.3766,3.7193,3.6695,3.5129,3.8763,3.8058,3.2703,3.8866,3.8345,3.8048,3.7358,3.4915,4.6224,3.4658,4.3624,2.9468,3.7875,2.8232,4.2465,3.5172,4.0912,3.1879,3.6895,2.7624,3.2739,3.9594,3.973,3.5667,3.8505,4.3445,3.2072,3.6954,4.3153,3.8609,3.6648,4.0712,2.564,3.0797,2.0398,2.1605,3.9002,3.6495,2.9432,4.3148,4.0514,3.5118,3.385,4.0853,3.9985,NA,4.0731,2.0216,3.9456,1.7455,3.536,4.2596,3.5931,3.5086,3.1452,3.6147,1.9249,4.493,2.3887,3.4151,3.4273,4.4143,2.7345,4.2258,4.0099,4.3562,3.7802,4.4353,3.658,4.2752,2.9295,3.7564,3.4769,4.3307,3.8528,4.1513,3.9106,3.1576,2.9979,4.0213,2.7125,3.4473
17800,2.889,2.3991,3.4194,3.7203,4.0834,3.8678,3.4242,2.668,4.3886,3.4385,3.7735,2.929,2.3148,1.5804,3.0448,2.5589,3.4668,3.2437,4.1414,3.0289,4.0405,4.254,2.2954,2.7961,4.4173,4.3765,3.7194,3.6696,3.5128,3.8763,3.8059,3.2704,3.8869,3.8346,3.8049,3.7359,3.4916,4.6226,3.4661,4.3625,2.9468,3.7874,2.8233,4.2467,3.5172,4.0912,3.188,3.6895,2.7624,3.274,3.9594,3.9731,3.5668,3.8505,4.3445,3.2072,3.6955,4.3154,3.861,3.665,4.0715,2.564,3.0797,2.0397,2.1604,3.9003,3.6496,2.943,4.3148,4.0514,3.5119,3.3852,4.0853,3.9986,NA,4.0734,2.0217,3.9455,1.7456,3.536,4.2599,3.5931,3.5087,3.1453,3.6147,1.9248,4.4932,2.3886,3.4151,3.4275,4.4145,2.7347,4.2259,4.0098,4.3562,3.7802,4.4355,3.6581,4.2753,2.9296,3.7566,3.4769,4.3307,3.8528,4.1512,3.9107,3.1578,2.9981,4.0212,2.7127,3.4477
17900,2.889,2.3992,3.4196,3.7203,4.0835,3.868,3.4243,2.668,4.3886,3.4386,3.7736,2.929,2.3148,1.5804,3.0449,2.559,3.467,3.2436,4.1415,3.0291,4.0406,4.254,2.2953,2.7962,4.4174,4.3767,3.7194,3.6697,3.5129,3.8764,3.8059,3.2706,3.8873,3.8349,3.805,3.7359,3.4916,4.6227,3.4661,4.3628,2.9468,3.7874,2.8233,4.2469,3.5173,4.0913,3.1879,3.6896,2.7627,3.274,3.9594,3.9732,3.5666,3.8508,4.3446,3.2072,3.6956,4.3155,3.8611,3.6651,4.0714,2.5641,3.0797,2.0398,2.1604,3.9002,3.6497,2.9431,4.3149,4.0515,3.5121,3.3853,4.0853,3.9987,NA,4.0735,2.0218,3.9457,1.7456,3.536,4.26,3.593,3.5088,3.1455,3.6147,1.9248,4.4932,2.3887,3.4152,3.4275,4.4145,2.7349,4.226,4.0101,4.3564,3.7804,4.4355,3.6581,4.2755,2.9296,3.7568,3.4771,4.3307,3.8528,4.1513,3.9106,3.1581,2.998,4.0212,2.7129,3.4478
18000,2.8889,2.3993,3.4198,3.7206,4.0834,3.868,3.4245,2.6683,4.3886,3.4387,3.7737,2.9291,2.3148,1.5803,3.0448,2.5592,3.4671,3.2435,4.1414,3.0293,4.0406,4.254,2.2955,2.7962,4.4174,4.3767,3.7195,3.6695,3.5131,3.8765,3.8059,3.2708,3.8873,3.8349,3.8051,3.736,3.4916,4.6228,3.4662,4.3629,2.9467,3.7874,2.8234,4.2469,3.5174,4.0913,3.1879,3.6897,2.7627,3.2739,3.9596,3.9734,3.5666,3.851,4.3447,3.2069,3.6956,4.3156,3.8613,3.6651,4.0714,2.5643,3.0799,2.0398,2.1603,3.9002,3.6497,2.943,4.3151,4.0515,3.5121,3.3855,4.0856,3.9988,NA,4.0736,2.0215,3.9458,1.7457,3.536,4.2602,3.5932,3.5089,3.1455,3.615,1.925,4.4935,2.3887,3.4152,3.4277,4.4146,2.7349,4.226,4.0103,4.3563,3.7804,4.4354,3.658,4.2756,2.9297,3.757,3.477,4.3308,3.8529,4.1514,3.9107,3.1581,2.9979,4.0211,2.7128,3.4478
18100,2.8888,2.3994,3.4198,3.7206,4.0836,3.868,3.4245,2.6684,4.3887,3.4389,3.7739,2.9291,2.3148,1.5803,3.0447,2.5592,3.4671,3.2435,4.1415,3.0294,4.0409,4.254,2.2955,2.7964,4.4174,4.3767,3.7196,3.6697,3.5132,3.8767,3.8059,3.2707,3.8874,3.8352,3.8051,3.7359,3.4918,4.6229,3.4661,4.3629,2.9467,3.7874,2.8234,4.2471,3.5174,4.0915,3.1877,3.6898,2.7627,3.2739,3.9595,3.9735,3.5666,3.851,4.3449,3.2072,3.6957,4.3156,3.8611,3.6651,4.0715,2.5645,3.08,2.04,2.1603,3.9004,3.6498,2.9431,4.3152,4.0516,3.5123,3.3856,4.0856,3.999,NA,4.0736,2.0216,3.9458,1.7457,3.536,4.2604,3.5932,3.5089,3.1454,3.6153,1.9251,4.4935,2.3889,3.4153,3.4277,4.4145,2.7348,4.226,4.0104,4.3565,3.7805,4.4354,3.658,4.2757,2.9297,3.7572,3.4769,4.3309,3.8528,4.1516,3.9107,3.158,2.9981,4.0213,2.7128,3.4479
18200,2.889,2.3996,3.42,3.7208,4.0837,3.8682,3.4247,2.6686,4.3889,3.439,3.7739,2.9292,2.3148,1.5803,3.0447,2.5591,3.4673,3.2436,4.1415,3.0295,4.0408,4.2541,2.2956,2.7963,4.4173,4.3768,3.7194,3.6701,3.5133,3.8767,3.8059,3.2707,3.8874,3.8351,3.8051,3.736,3.4919,4.6231,3.4662,4.363,2.9468,3.7874,2.8233,4.247,3.5173,4.0915,3.1878,3.69,2.7629,3.2739,3.9595,3.9735,3.5667,3.8511,4.345,3.2074,3.6956,4.3157,3.8611,3.6652,4.0715,2.5645,3.0801,2.0398,2.1602,3.9004,3.6497,2.9434,4.3153,4.0516,3.5125,3.3858,4.0856,3.9992,NA,4.0737,2.0216,3.9459,1.7459,3.5359,4.2605,3.5931,3.5088,3.1455,3.6152,1.9252,4.4936,2.389,3.4153,3.4276,4.4146,2.7348,4.2261,4.0106,4.3564,3.7805,4.4357,3.6581,4.2758,2.9298,3.7574,3.4768,4.3311,3.8529,4.1517,3.9108,3.1583,2.9981,4.0212,2.713,3.4478
18300,2.8891,2.3995,3.42,3.7209,4.0838,3.8683,3.4249,2.6687,4.389,3.439,3.7739,2.9292,2.315,1.5802,3.0447,2.5592,3.4675,3.2436,4.1416,3.0296,4.041,4.2542,2.2954,2.7964,4.4174,4.3769,3.7195,3.6701,3.5134,3.8767,3.806,3.2709,3.8875,3.8353,3.8051,3.736,3.492,4.623,3.4661,4.363,2.9468,3.7876,2.8234,4.2472,3.5172,4.0916,3.188,3.6901,2.7627,3.274,3.9594,3.9737,3.5667,3.8512,4.3452,3.2074,3.6957,4.3156,3.8612,3.6653,4.0716,2.5644,3.0802,2.0397,2.1603,3.9004,3.6499,2.9432,4.3154,4.0516,3.5126,3.386,4.0858,3.9993,NA,4.0738,2.0217,3.946,1.7457,3.536,4.2607,3.593,3.5089,3.1456,3.6155,1.9253,4.4938,2.3889,3.4154,3.4277,4.4148,2.735,4.2261,4.0108,4.3564,3.7804,4.4359,3.6581,4.2759,2.9298,3.7576,3.4769,4.3313,3.8531,4.152,3.9107,3.1583,2.998,4.0213,2.7132,3.4478
18400,2.889,2.3996,3.4199,3.7209,4.084,3.8686,3.425,2.6689,4.389,3.439,3.7742,2.9291,2.3151,1.5801,3.0448,2.5593,3.4674,3.2436,4.1418,3.0296,4.0411,4.2543,2.2956,2.7964,4.4173,4.377,3.7196,3.6701,3.5135,3.8768,3.8061,3.2712,3.8876,3.8353,3.8052,3.7359,3.492,4.6232,3.466,4.363,2.9469,3.7877,2.8235,4.2473,3.5173,4.0918,3.188,3.6903,2.7627,3.2741,3.9596,3.9738,3.5668,3.8513,4.3452,3.2074,3.6958,4.3159,3.8613,3.6652,4.0716,2.5645,3.0803,2.0399,2.1606,3.9005,3.65,2.9434,4.3155,4.0516,3.5127,3.3861,4.0859,3.9994,NA,4.0739,2.0217,3.9461,1.7457,3.5361,4.2609,3.5932,3.5087,3.1457,3.6156,1.9252,4.4938,2.3891,3.4155,3.4276,4.4149,2.7351,4.226,4.0109,4.3565,3.7804,4.436,3.6582,4.276,2.9297,3.7578,3.4768,4.3315,3.8533,4.1522,3.9106,3.1581,2.9979,4.0213,2.7133,3.4478
18500,2.889,2.3996,3.42,3.721,4.0841,3.8686,3.425,2.669,4.3891,3.4392,3.7743,2.9292,2.315,1.5802,3.0448,2.5595,3.4674,3.2436,4.1417,3.0296,4.0411,4.2545,2.2958,2.7963,4.4174,4.377,3.7197,3.6702,3.5136,3.8769,3.8062,3.2713,3.8876,3.8354,3.8054,3.7362,3.492,4.6233,3.466,4.363,2.9468,3.7878,2.8236,4.2472,3.5174,4.0917,3.188,3.6904,2.7627,3.2741,3.9598,3.9738,3.5671,3.8514,4.3455,3.2074,3.6959,4.3159,3.8615,3.6652,4.0715,2.5644,3.0804,2.0398,2.1609,3.9006,3.6501,2.9434,4.3156,4.0518,3.513,3.3863,4.086,3.9992,NA,4.0739,2.0216,3.9462,1.7457,3.5361,4.261,3.5932,3.5086,3.1458,3.6157,1.9252,4.4938,2.389,3.4158,3.4276,4.4148,2.7351,4.2261,4.011,4.3567,3.7805,4.4361,3.6583,4.2761,2.9298,3.758,3.477,4.3317,3.8534,4.1522,3.9107,3.1582,2.9979,4.0213,2.7134,3.448
18600,2.8891,2.3998,3.4199,3.7211,4.084,3.8685,3.4251,2.6691,4.3891,3.4394,3.7741,2.9292,2.315,1.5801,3.0448,2.5597,3.4676,3.2437,4.142,3.0295,4.0412,4.2545,2.2959,2.7965,4.4175,4.377,3.7197,3.6704,3.5138,3.8771,3.8062,3.2715,3.8876,3.8353,3.8055,3.7363,3.4922,4.6232,3.4661,4.3631,2.9468,3.7878,2.8237,4.2473,3.5175,4.0919,3.1881,3.6904,2.7628,3.2739,3.9597,3.974,3.5672,3.8514,4.3455,3.2073,3.6961,4.3159,3.8615,3.6654,4.0715,2.5644,3.0806,2.04,2.161,3.9007,3.6503,2.9437,4.3157,4.0519,3.513,3.3862,4.0861,3.9993,NA,4.0739,2.0216,3.9463,1.7457,3.5363,4.2611,3.5932,3.5086,3.1458,3.6157,1.9252,4.494,2.3892,3.4158,3.4278,4.415,2.7353,4.2262,4.0111,4.3568,3.7808,4.4362,3.6584,4.2762,2.9297,3.758,3.4771,4.3317,3.8534,4.1524,3.9108,3.1581,2.9978,4.0213,2.7135,3.448
18700,2.8892,2.3998,3.42,3.7212,4.0842,3.8686,3.4252,2.6693,4.3889,3.4394,3.774,2.9293,2.315,1.5802,3.0449,2.5596,3.4679,3.2438,4.1421,3.0296,4.0412,4.2548,2.2961,2.7965,4.4176,4.377,3.7197,3.6704,3.5137,3.8771,3.8063,3.2715,3.8877,3.8354,3.8055,3.7365,3.4923,4.6232,3.4662,4.3631,2.9467,3.7878,2.8239,4.2473,3.5176,4.0921,3.1882,3.6904,2.7628,3.274,3.9597,3.974,3.5672,3.8516,4.3456,3.2075,3.6962,4.3159,3.8617,3.6655,4.0715,2.5644,3.0806,2.04,2.161,3.9008,3.6504,2.9438,4.3158,4.0521,3.513,3.3861,4.0862,3.9995,NA,4.074,2.0216,3.9465,1.7456,3.5362,4.2611,3.5932,3.5087,3.146,3.6156,1.9252,4.4939,2.3894,3.4158,3.428,4.4152,2.7352,4.2264,4.0112,4.3571,3.7811,4.4364,3.6584,4.2763,2.9297,3.7581,3.4771,4.332,3.8535,4.1524,3.9109,3.1582,2.9979,4.0213,2.7136,3.4482
18800,2.8893,2.4,3.4201,3.7213,4.084,3.8687,3.4253,2.6696,4.3892,3.4394,3.7742,2.9294,2.3152,1.5802,3.045,2.5598,3.4678,3.2437,4.1421,3.0297,4.0414,4.2549,2.2962,2.7966,4.4175,4.3773,3.7199,3.6706,3.5139,3.8772,3.8065,3.2717,3.8878,3.8352,3.8057,3.7364,3.4924,4.6233,3.4663,4.3629,2.9469,3.7879,2.824,4.2474,3.5176,4.0923,3.1885,3.6905,2.7629,3.2742,3.96,3.974,3.5675,3.8515,4.3457,3.2076,3.6965,4.3161,3.8619,3.6656,4.0717,2.5644,3.0809,2.0401,2.1611,3.9009,3.6506,2.9439,4.3158,4.0522,3.5132,3.3862,4.0863,3.9996,NA,4.0741,2.0215,3.9466,1.7456,3.5362,4.2613,3.5933,3.5088,3.1461,3.6157,1.9253,4.4938,2.3894,3.4159,3.4282,4.4153,2.7354,4.2265,4.0113,4.3573,3.7811,4.4364,3.6588,4.2763,2.9298,3.758,3.4771,4.3321,3.8535,4.1524,3.911,3.1581,2.998,4.0214,2.7135,3.4484
18900,2.8894,2.3999,3.4201,3.7214,4.0842,3.869,3.4251,2.6697,4.3892,3.4394,3.7741,2.9296,2.3151,1.5802,3.0449,2.56,3.4678,3.2438,4.1421,3.0299,4.0414,4.2551,2.2962,2.7966,4.4177,4.3774,3.7201,3.6706,3.514,3.8773,3.8066,3.2718,3.8881,3.8351,3.8058,3.7364,3.4924,4.6235,3.4664,4.3629,2.947,3.7879,2.824,4.2474,3.5176,4.0925,3.1885,3.6906,2.7629,3.2745,3.9601,3.9741,3.5677,3.8514,4.3458,3.2075,3.6965,4.3162,3.8618,3.6657,4.0719,2.5645,3.0811,2.04,2.1611,3.901,3.6505,2.944,4.3159,4.0522,3.5133,3.3863,4.0865,3.9997,NA,4.0741,2.0215,3.9467,1.7457,3.5362,4.2612,3.5932,3.5088,3.1462,3.6157,1.9253,4.494,2.3895,3.4159,3.4282,4.4155,2.7354,4.2267,4.0113,4.3572,3.7814,4.4364,3.6586,4.2764,2.9299,3.7582,3.4772,4.3322,3.8536,4.1523,3.9109,3.1582,2.998,4.0215,2.7135,3.4486
19000,2.8895,2.4,3.4202,3.7214,4.0842,3.869,3.4249,2.6698,4.3894,3.4393,3.7741,2.9298,2.3152,1.5803,3.0449,2.5601,3.4678,3.2438,4.1421,3.0299,4.0416,4.255,2.2962,2.7965,4.4178,4.3774,3.7201,3.6705,3.5141,3.8775,3.8067,3.272,3.8885,3.8352,3.8059,3.7365,3.4923,4.6236,3.4665,4.3628,2.9469,3.788,2.8241,4.2474,3.5176,4.0926,3.1887,3.6907,2.7628,3.2744,3.9602,3.9741,3.5678,3.8515,4.3458,3.2075,3.6963,4.3163,3.8618,3.6658,4.0718,2.5645,3.0811,2.04,2.1611,3.901,3.6506,2.9441,4.3159,4.0521,3.5135,3.3863,4.0867,3.9998,NA,4.074,2.0217,3.9467,1.7456,3.5362,4.2614,3.5932,3.5089,3.1462,3.6157,1.9252,4.4942,2.3895,3.416,3.4284,4.4154,2.7355,4.2268,4.0114,4.3573,3.7816,4.4366,3.6587,4.2766,2.9298,3.7582,3.4774,4.3323,3.8535,4.1524,3.9111,3.1583,2.998,4.0214,2.7136,3.4487
