ID,HM0120_JX,Rego054,DGN16SuooMAaA_4_115,DGN16SuooMAaA_4_112,YZR0106_C4,DGN16SuooMAaA_3_115,YZR0106_C2,WHYD200513795_A,Rego042,WHYD200513797_A,WHYD200513577_A,YMS0125_JX,Rego049,Rego045,Rego046,Rego041,WY0132_JX,WHYD200513785_A,DGN16SuooMAaA_8_115,DGN16SuooMAaA_1_115,DGN16SuooMAaA_1_116,CGH0116_JX,DGN16SuooMAaA_1_112,DGN16SuooMAaA_1_113,SLM0122_JX,LGZ0123_JX,WHYD20082062_A,TWH0126_JX,LMS0134_JX,Rego071,CGH0116_C2D1,DGN16SxfsMCaB_20_109,WHYD200513798_A,WHYD200716230_A,Rego023,WHYD200513815_A,Rego064,Rego063,Rego061,WHYD200513799_A,Rego069,DGN16SuooMAaA_2_113,HAH0115_JX,CWZ0121_PD,JFQ0138_JX,WHYD200513786_A,WHYD200513822_A,CKH0135_JX,WHYD200513784_A,Rego010,Rego016,Rego015,Rego019,WHYD200716254_A,WHYD200513765_A,FW0124_JX,DGN16SuooMAaA_9_112,ZJD0111_C4uiPD,WHYD200513791_A,DGN16SxfsMCaB_22_109,ZXL0117_JX,YGF0137_JX,WHYD200513792_A,DGN16SxfsMAaA_12_117,WHYD200513772_A,DGN16SxfsMAaA_16_119,DGN16SuooMAaA_2_116,GZL0140_JX,LWM0133_JX,LJK0127_JX,SJH0128_JX,DGN16SuooMAaA_3_120,Rego083,SZL0119_JX,WHYD200513783_A,WHYD200716245_A,DGN16SxfsMAaA_18_115,ZJD0111_JX,DGN16SxfsMAaA_12_122,FQT0113_JX,WHYD200513800_A,Rego030,DGN16SuooMAaA_2_115,Rego032,CWZ0121_JX,GXJ0103_C8D15,WHYD200513802_A,WHYD200716229_A,Rego006,DGN16SxfsMAaA_13_114,DGN16SuooMAaA_7_113,DGN16SuooMAaA_7_115,PXX0136_JX,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_19_109,WHYD200513766_A,WHYD200513773_A,WHYD200513813_A,Rego020,DGN16SuooMAaA_5_116,Rego025,HSR0114_JX,GXJ0103_C6,DGN16SuooMAaA_9_116,FQT0113_C2D15,WHYD20082037_A,DGN16SxfsMAaA_17_112,Rego035,YZY0112_C2D15,WHYD200513812_A,FMS0129_JX
OTU4795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,22,288,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,125,0,177,0,677,0,0,0,0,0,0,67,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0
OTU3448,0,19,51,61,0,8,0,1,20,1,0,0,1,19,12,1,0,0,47,123,11,0,27,34,0,0,44,0,0,14,0,0,0,0,30,0,21,19,77,0,17,12,0,0,0,0,0,0,0,53,22,51,221,0,0,78,18,0,0,0,1,0,0,5,0,1,9,0,0,0,0,127,73,0,0,0,0,0,0,1,0,7,20,32,0,0,0,2,61,0,26,28,0,0,8,1,0,1,64,12,55,0,0,20,0,21,0,36,1,0,0
OTU3717,0,9,34,45,0,4,0,0,0,0,0,0,3,8,56,1,0,0,146,5,2,0,0,0,0,0,38,0,0,38,0,0,0,0,23,0,76,78,55,0,20,42,0,0,0,0,0,0,0,62,40,13,81,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,0,0,0,0,0,9,41,396,0,0,0,0,27,0,4,2,0,0,0,0,0,0,91,55,18,0,0,58,0,34,0,61,0,0,0
OTU501,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,67,0,18,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,54,309,0,0,0,0,6,0,12,0,0,0,0,0,0,0,326,51,76,0,0,30,0,55,0,0,0,0,0
OTU4733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,1,1537,0,0,0,0,13,0,0,0,0,0,0,0,0,0
OTU4399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,344,0,0,0,0,0,1,0,0,0,0,7,0,37,0,0,0,0,28,168,0,0,0,0,0,0,3,1,163,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,482,0,1,0,0,0,0,39,0,0
OTU542,0,30,3,10,0,0,0,0,0,0,0,0,1,1,0,20,0,0,35,10,27,0,565,0,0,0,55,0,0,1,0,0,0,0,59,0,9,12,13,0,2,12,0,0,0,0,0,0,0,9,25,17,163,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,0,0,0,0,0,0,0,8,103,20,0,0,0,0,3,0,2,137,0,0,0,0,0,0,2,198,0,0,0,1,0,28,0,19,0,0,0
OTU375,0,0,0,0,0,24,0,0,0,10,119,0,0,0,0,0,0,0,0,0,7,0,39,5,0,2,0,0,3,0,4,3,0,0,0,6,0,0,0,577,0,0,2,0,0,35,0,0,18,0,0,0,0,151,121,0,0,0,0,0,0,0,0,0,95,3,2,0,0,0,1,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,70,30,0,2,0,0,0,0,1,347,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
OTU1536,632,0,4,0,1,32,0,4,0,0,24,49,0,0,0,0,0,0,0,1,4,0,18,2,0,33,0,7,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,95,61,18,15,0,13,0,0,0,0,0,35,15,1,0,0,2,15,0,0,0,35,0,12,0,33,0,21,0,0,3,48,1,20,0,15,0,0,0,0,0,85,28,35,0,0,9,0,0,0,0,68,93,24,0,0,0,0,0,14,3,0,0,0,0,0,0,53
OTU5628,0,6,10,96,0,1,0,0,16,0,0,0,57,1,26,0,0,0,19,383,414,0,0,52,0,0,4,0,0,102,0,0,0,0,3,0,0,37,49,0,54,25,0,0,0,0,24,0,0,7,7,29,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,3,23,0,0,0,0,15,0,29,23,0,0,0,0,0,0,10,10,0,0,0,7,0,11,0,70,0,0,0
OTU4673,11,0,0,0,0,0,0,0,0,33,1,107,0,0,0,0,43,41,0,0,0,52,0,0,15,21,0,1,76,0,17,0,0,96,0,0,0,0,0,40,0,0,1,12,0,7,0,0,0,0,0,0,0,26,1,2,0,0,1,0,9,7,0,329,79,167,0,0,1,1,153,0,0,9,14,0,7,0,10,0,43,0,0,0,10,26,52,16,0,21,0,0,0,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,22,70
OTU4831,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,7,0,0,0,0,0,0,93,3,0,0,0,0,32,0,0,0,0,23,0,0,0,969,0,0,0,0,0,46,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,20,0,12,0,122,0,0,0,0,0,0,2,48,135,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,39,0
OTU5554,0,125,0,30,0,1,0,0,0,0,1,3,0,6,1,0,0,0,10,7,0,0,0,0,1,1,169,0,0,132,0,0,0,0,0,0,21,46,1,0,129,114,0,0,0,0,0,0,0,128,1,33,28,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,203,0,0,0,0,0,0,0,2,78,12,23,0,0,0,0,13,0,45,48,0,0,0,0,0,0,29,123,0,0,0,0,0,10,0,69,0,0,0
OTU3699,0,3,60,145,0,16,0,0,7,0,0,0,7,3,27,2,0,0,110,10,48,0,26,0,0,0,110,0,0,4,0,0,0,0,9,0,13,10,34,0,47,16,0,0,0,0,0,0,0,23,30,17,3,0,0,0,9,0,0,0,1,0,0,1,0,0,5,0,1,0,0,146,24,0,0,0,0,0,0,0,2,4,28,7,0,0,0,0,26,0,56,140,0,0,0,0,1,0,24,225,12,0,0,42,0,77,0,14,0,0,0
OTU546,0,9,62,12,0,10,0,0,2,0,0,0,0,68,0,1,0,0,26,2,78,0,309,3,0,0,6,0,0,6,0,0,0,0,45,0,0,10,25,0,3,61,0,0,0,0,0,0,0,13,3,2,22,0,0,0,6,0,0,0,0,0,0,0,0,0,353,0,0,0,0,90,5,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,2,0,19,16,0,0,0,0,0,0,6,77,5,0,0,52,0,9,0,4,0,0,0
OTU5638,0,128,0,29,1,2,0,0,113,0,0,0,0,18,0,24,0,0,0,93,0,0,59,0,0,0,51,0,0,0,0,1,0,0,45,0,169,12,1,0,0,2,0,0,0,0,13,0,0,0,4,20,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,67,0,0,0,0,0,0,0,0,0,70,4,0,0,0,0,2,0,170,0,0,0,0,0,0,0,0,0,57,0,0,0,0,117,0,35,0,0,0
OTU3723,0,0,1,15,0,5,0,0,3,0,0,0,2,1,1,0,0,0,7,43,7,0,154,3,0,0,9,0,0,3,0,0,0,0,2,0,2,1,0,0,3,21,0,0,0,0,0,0,0,1,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1021,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,1,0,11,6,0,0,0,0,0,0,1,46,0,0,0,128,0,3,0,1,0,0,0
OTU4267,0,9,3,10,0,49,0,0,33,0,0,0,142,37,59,5,0,0,25,15,50,0,30,28,0,0,130,0,1,6,0,0,0,0,12,0,14,31,33,0,28,17,0,0,0,0,0,0,0,22,52,50,6,0,0,0,47,0,0,0,0,0,0,0,0,0,70,0,0,0,0,5,40,0,0,0,0,0,0,0,0,25,14,35,0,0,0,0,7,0,6,65,0,0,0,0,0,0,16,13,61,0,0,85,0,186,0,23,0,0,0
OTU1557,0,0,0,0,0,0,0,0,0,109,0,2,0,0,0,0,0,17,0,0,0,25,0,0,0,83,0,4,0,0,1015,0,0,0,0,0,0,0,0,181,0,0,0,0,0,75,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,0,0,0,0,4,3,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
OTU1984,0,0,0,0,0,3,0,0,0,40,20,2,0,0,0,0,0,85,0,0,0,24,0,0,21,28,0,0,3,0,43,37,3,5,0,117,0,0,0,22,0,0,61,0,19,160,9,0,55,0,0,0,0,101,156,0,0,1,9,0,21,0,10,4,147,2,0,0,74,1,4,0,0,0,49,1,38,0,5,0,0,0,0,0,0,21,19,95,0,0,0,0,8,0,1,7,0,0,0,0,0,1,7,0,0,0,2,0,6,14,24
OTU6241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0,0,34,0,0,0,0,58,0,0,0,0,0,56,0,2,0,34,0,0,0,0,0,0,43,3,0,0,49,0,0,0,0,0,811,0,0,0,0,0,419,3,0,0,0,0,0,0,0,0
OTU2999,0,0,1,0,1,0,1,0,0,12,0,3,0,0,0,0,307,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,5,18,2,0,0,2,0,0,0,0,1,0,24,0,0,1,0,150,4,2,0,0,0,1,52,6,0,6,0,0,1,2,0,0,0,1,42,75,0,0,0,0,1,362,2,0,4,0,0,10,0,0,1,0,0,0,0,0,87,0,0,0,0,0,0,3,16,2
OTU1698,41,0,0,0,6,0,0,0,0,1,72,2,0,0,0,0,31,0,0,0,0,0,0,0,2,0,0,15,23,0,0,6,0,7,0,3,0,0,0,4,0,0,0,5,40,0,0,2,6,0,0,0,0,0,1,0,0,1,24,0,0,5,10,8,2,11,0,30,0,2,11,0,0,0,0,0,0,19,0,5,941,0,0,0,1,2,0,1,0,0,0,0,32,37,1,4,0,83,0,0,0,6,0,0,6,0,34,0,9,0,0
OTU990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,39,0,0,0,0,0,0,17,695,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU562,0,5,121,8,0,13,0,0,4,0,0,0,1,127,2,0,0,0,9,5,2,0,126,13,0,0,8,0,3,50,0,0,0,0,48,0,3,28,92,0,4,21,0,0,0,0,0,0,0,28,25,9,139,0,0,0,6,0,0,0,0,0,0,0,0,0,53,0,0,0,0,62,16,0,0,0,0,0,0,0,0,1,199,50,0,0,0,0,33,0,14,18,0,0,0,0,0,0,64,20,27,0,0,19,0,8,0,23,10,0,0
OTU4689,0,0,0,0,0,0,0,0,0,80,341,6,0,0,0,0,1,1,0,0,3,16,0,1,5,270,0,0,54,0,21,17,0,0,0,147,0,0,1,2,0,0,14,0,13,36,0,0,12,0,0,0,0,10,91,1,0,9,5,0,45,0,0,11,7,3,1,0,15,18,2,0,0,0,62,0,6,0,0,0,0,0,0,0,0,6,33,59,0,1,0,0,3,4,2,5,0,0,0,0,0,5,1,0,11,0,6,0,1,37,5
OTU3277,0,0,11,59,0,179,0,0,0,0,0,0,0,0,0,0,0,0,307,143,268,0,33,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,20,62,0,0,0,0,0,1,0,5,0,0,0,113,0,13,0,0,0,0,0
OTU3782,0,4,0,26,0,27,0,0,0,0,0,0,0,43,9,10,0,0,66,18,0,0,0,4,0,0,14,0,0,1,0,0,0,0,19,0,5,59,51,0,2,2,0,0,0,0,2,0,0,0,92,15,18,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,12,70,129,0,0,0,0,19,0,5,260,0,0,0,0,0,0,106,7,40,0,0,14,0,4,0,275,0,0,0
OTU570,0,0,0,18,0,19,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,350,0,0,10,0,0,0,0,0,0,0,0,225,0,55,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,113,0,0,11,0,0,0,0,0,0,0
OTU524,0,7,225,12,0,8,0,0,14,0,0,0,0,180,2,0,0,0,23,7,13,0,51,10,0,0,3,0,0,181,0,0,0,0,35,0,2,9,31,0,2,42,0,0,0,0,0,0,0,52,2,8,59,0,0,0,10,0,0,0,0,0,0,0,0,0,6,2,0,0,0,26,11,0,0,0,0,0,0,0,0,1,246,7,0,0,0,0,2,0,16,30,0,0,0,0,0,0,44,66,20,0,0,14,0,8,0,6,0,0,0
OTU286,0,0,0,65,0,0,0,0,110,0,0,0,0,0,8,0,0,0,41,169,57,0,0,0,0,0,1,0,0,70,0,0,0,0,0,0,0,0,1,0,9,39,0,0,0,0,0,0,0,84,0,135,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,30,13,25,0,0,0,0,106,0,2,5,0,0,0,0,0,0,63,49,0,0,0,48,0,1,0,329,0,0,0
OTU4732,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,270,2,0,0,0,0,0,0,0,0,0,64,8,0,0,8,0,0,44,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,163,0,0,0,0,0,0,0,0,608,0,0,0,0,113,0,0,0,0,0,0,0,0,0
OTU3326,78,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,376,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,141,0,0,0,0,9,0,0,0,0,2,0,77,0,4,0,35,0,135,0,11,0,2,0,355,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,27,2,0,3,0,0,0,0,0,107,0,0,4,0,0,0,0,0,0,0,6,0,0,0,51,0,0
OTU5451,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,313,0,0,1,42,1,0,0,0,0,0,0,0,28,0,1,287,0,57,0,0,0,0,0,0,0,15,0,0,17,0,76,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,197,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,131,74
OTU6643,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,93,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,208,0,0,0,0,0,0,60,226,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
OTU4655,0,10,138,20,0,20,0,1,22,0,0,0,0,3,2,0,0,0,18,7,12,0,0,0,0,1,43,0,0,49,0,0,0,0,1,0,8,17,72,0,2,203,0,0,0,0,2,0,0,14,0,21,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,2,0,0,0,0,0,0,1,22,14,162,2,0,0,0,0,4,0,15,26,0,0,0,0,0,2,1,81,6,0,0,90,0,22,0,9,0,1,0
OTU1569,0,0,1,0,0,9,0,18,0,6,103,2,0,0,0,0,1,20,0,0,0,0,11,0,0,8,0,2,22,0,0,12,0,0,0,14,0,0,0,0,0,0,7,5,2,60,0,53,8,0,0,0,0,78,5,5,0,1,22,0,4,3,413,24,73,26,0,1,17,71,9,0,0,0,5,0,1,1,42,11,0,0,0,0,3,0,30,0,0,0,0,0,1,30,21,126,0,0,0,0,0,6,1,5,1,0,10,0,3,7,5
OTU6189,0,0,0,0,0,0,0,0,0,0,480,1,0,0,0,0,0,0,0,0,0,0,0,0,70,20,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,1,16,0,0,0,0,0,0,0,0,10,0,0,6,0,0,5,0,0,0,0,0,4,0,28,0,403,0,0,0,0,0,2,0,0,0,0,0,1,0,0,274,30,7,0,35,0,0,1,0,1,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0
OTU592,0,0,0,27,0,2,0,0,0,0,0,0,0,2,2,0,0,0,978,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,54,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,48,0,3,6,0,0,0,0,0,0,50,10,118,0,0,3,0,0,0,4,0,0,0
OTU564,0,50,18,0,0,2,0,0,7,0,0,0,0,3,0,0,0,0,0,1,15,0,0,0,0,0,15,0,0,31,0,0,0,0,103,0,18,5,41,0,71,18,0,0,0,0,0,0,0,172,32,0,54,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,2,28,68,0,0,0,0,25,0,7,0,0,0,0,0,0,0,219,297,3,0,0,1,0,84,0,7,0,0,0
OTU3003,0,0,0,0,0,0,0,0,0,6,2,36,0,0,0,0,0,0,0,0,0,4,0,0,0,67,0,2,0,0,12,0,2,133,0,0,0,0,0,5,0,0,0,0,556,0,1,0,27,0,0,0,0,11,0,6,0,0,0,0,3,0,215,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97,35,0,4,0,0,0,4,39,15,0,0,0,0,0,1,0,0,0,0,0,0,129,6,0
OTU545,0,5,19,348,0,5,0,0,0,0,0,0,0,4,10,0,0,0,81,180,141,0,26,2,0,0,46,0,0,7,0,0,0,0,0,0,8,23,2,0,8,38,0,0,0,0,0,0,0,27,2,13,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,17,0,0,0,0,0,0,0,0,11,59,0,0,0,0,0,34,0,101,0,0,0,0,0,0,0,7,15,8,0,0,44,0,12,0,3,0,0,0
OTU2837,0,18,64,16,0,21,0,0,7,0,0,0,1,2,5,0,0,0,86,18,31,0,41,0,0,0,69,0,0,21,0,0,0,0,10,0,8,18,205,0,10,16,0,0,0,0,0,0,0,17,35,6,44,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,24,17,0,0,0,0,0,0,0,0,2,76,50,0,0,0,0,24,0,15,86,0,0,0,0,0,0,87,36,141,0,0,12,0,20,0,26,0,0,0
OTU3751,0,3,48,35,0,17,0,0,8,0,0,0,1,43,44,0,0,0,77,31,87,0,2,32,0,0,8,0,0,13,0,0,0,0,17,0,46,31,14,0,14,35,0,0,0,0,0,0,0,117,15,42,74,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,143,19,0,0,0,0,0,0,0,0,5,34,45,0,0,0,0,27,0,51,11,0,0,0,0,0,0,57,11,12,0,0,65,0,6,0,49,0,0,0
OTU3808,0,50,0,21,0,0,0,0,0,0,0,0,0,4,1,11,0,0,0,5,34,0,0,65,0,0,1,0,0,124,0,0,0,0,27,0,8,39,4,0,288,139,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,126,11,0,0,0,0,0,0,0,0,29,10,23,0,0,0,0,252,0,0,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,2,0,0,0
OTU2841,1,0,137,22,0,31,0,0,1,0,0,0,0,5,0,0,1,0,57,0,7,0,1,0,0,0,0,0,0,13,0,0,0,0,73,0,10,0,97,0,7,6,0,8,0,0,0,0,0,45,24,26,99,0,0,42,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,158,47,0,0,0,0,0,0,0,2,1,36,51,0,1,0,0,18,0,3,0,0,0,0,1,0,0,61,74,28,0,0,51,0,0,0,79,55,0,0
OTU556,0,21,0,3,0,0,0,0,0,0,0,0,1,23,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,111,0,4,0,69,0,8,0,0,0,0,0,0,0,0,18,17,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,2,0,147,0,0,0,0,285,0,0,0,0,0,0,0,0,0,284,0,32,0,0,1,0,0,0,1,0,0,0
OTU3624,0,0,0,146,0,7,0,0,12,0,0,0,0,0,10,24,0,0,124,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,40,0,4,9,116,0,14,7,0,0,0,0,0,0,0,0,33,4,86,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,16,27,107,0,0,0,0,73,0,1,0,0,0,0,0,0,0,43,33,209,0,0,31,0,0,0,42,0,0,0
OTU1487,0,0,0,0,0,6,0,0,0,125,0,0,0,1,0,0,0,39,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,5,0,53,0,0,0,0,0,0,0,0,0,134,0,0,1,0,0,0,0,0,93,5,0,1,1,0,0,26,1,0,68,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,9,547,0,0,0,0,0,13,0,0,0,0,0,0,0,198,3
OTU5299,0,0,0,0,0,2,0,0,0,60,0,21,0,0,0,0,324,11,0,0,1,42,3,0,2,0,0,0,20,0,12,0,0,116,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,3,0,0,97,0,17,92,0,250,0,143,0,0,4,0,0,0,0,0,13,0,1,0,1,0,0,0,0,0,2,13,0,21,0,3,0,0,0,0,0,7,0,0,0,0,0,11,2,0,0,0,0,0,0,52,0
OTU5828,0,0,1,0,0,5,0,0,0,1,1,3,0,0,0,0,0,2,0,0,1,27,1,0,0,26,0,4,9,0,6,0,0,0,0,183,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,79,131,0,0,0,0,304,0,0,0,0,2,3,0,1,0,0,0,0,0,91,0,20,1,7,0,1,0,0,0,0,78,96,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,2,0
OTU4082,0,57,34,72,1,6,0,0,22,0,2,0,8,56,28,5,0,0,13,198,3,0,19,67,0,0,38,0,0,46,0,0,0,0,22,0,27,25,20,0,8,37,1,0,0,0,0,0,0,27,14,52,73,0,0,0,15,0,0,1,0,0,0,5,0,0,17,0,1,0,0,31,17,0,0,0,0,0,0,0,7,13,19,25,0,0,0,3,8,0,55,49,0,0,0,0,0,2,5,25,7,1,0,30,0,14,0,26,0,0,0
OTU2790,0,0,0,0,0,0,0,0,0,11,220,7,0,0,0,0,91,5,0,0,0,6,0,0,22,9,0,0,58,0,3,120,0,8,0,1,0,0,0,136,0,0,0,0,0,11,0,0,0,0,0,0,0,9,3,5,0,21,57,0,0,11,23,55,12,69,0,0,6,0,19,0,0,0,2,0,1,119,1,0,0,0,0,0,0,6,7,10,0,3,0,0,0,0,5,1,2,0,0,0,0,45,0,0,0,0,105,0,32,11,8
OTU4722,34,0,0,0,0,0,0,0,0,73,0,31,0,0,0,0,5,16,0,0,0,19,0,0,3,38,0,0,6,0,7,0,0,31,0,0,0,0,0,1,0,0,0,13,0,6,0,0,22,0,0,0,0,3,1,9,0,0,315,0,0,16,68,74,77,28,0,10,0,0,111,0,0,2,0,0,0,0,0,0,22,0,0,0,24,14,50,14,0,17,0,0,0,34,1,0,3,0,0,0,0,34,1,0,1,0,0,0,80,29,4
OTU6399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,45,0,12,0,129,0,0,0,0,0,0,99,150,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
OTU4886,79,0,0,0,0,0,0,0,0,27,1,67,0,0,0,0,0,68,0,0,0,68,0,0,141,9,0,0,44,0,63,0,0,48,0,2,0,0,0,115,0,0,62,30,0,5,0,0,0,0,0,0,0,78,10,0,0,27,0,0,27,0,41,18,35,8,0,0,3,1,14,0,0,4,13,0,17,5,2,0,0,0,0,0,5,13,12,14,0,2,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,85,31,33
